Samples,Tumor,CHEK1,PRSS1,SPARC,TNFRSF6B,SERPINE2,COL12A1,SERPINE1,NUDT1,IFI35,ENO1,ENO2,ACTB,ICAM1,LGALS4,LGALS3,LGALS1,LIPH,ANPEP,DPYSL3,TNFSF10,LGALS9,PRSS3,PRSS2,B2M,CTRB2,ACTN1,CLEC11A,CTRB1,RNASE6,FLT3LG,CEL,ACTN4,MIF,HLA-F,HSPG2,HLA-E,DKK3,SFRP4,TWSG1,SFRP2,SPINT1,SLPI,EZR,NBL1,CFB,CES1,PLA1A,CELA3A,CELA3B,LXN,CFH,STC1,TGFA,C2,APOO,C5,PRDX5,FLRT2,BLOC1S1,S100A16,PRDX1,S100A13,SERPINH1,HMOX1,SFN,S100A14,APOE,CD14,S100A11,S100A10,ST14,ACE,GP2,FN1,LIF,NMI,LYZ,COL1A1,COL1A2,CTRL,TCN1,SERPINI2,COL9A2,CALR,HLA-DRB1,ITM2B,PIGR,GPI,ECM1,TINAGL1,SERPINA1,CTSZ,CTSV,LRRC32,AREG,WFDC2,CX3CL1,CTSS,JCHAIN,GLIPR1,C1QTNF1,AIFM2,GLIPR2,CTSK,C1QTNF5,MMP28,MUC13,CTSH,QSOX1,TIMP1,CLIC1,CTSD,CTSC,CTSB,ANXA1,TPI1,ANXA2,IL18,BGN,SERPINB9,MMEL1,LIME1,SERPINB8,F5,MMP14,CEACAM6,MMP23B,PXDN,TFF3,VWA1,TFF2,ANGPTL2,FAM20A,ALDOA,HBEGF,APCS,CSTB,CD63,GRN,CSTA,GSTP1,GBA,CAPG,CST7,FSTL1,SRPX2,FRZB,SPP1,AGR2,CD59,APOL1,CBR3,GSN,CCL21,GOLM1,F12,VEGFC,SULF1,SULF2,FABP3,KITLG,COL3A1,KRT18,FAP,AXL,HDGF,C1QC,OLFML2B,AMY2A,REG1B,PROS1,REG1A,TNC,PLOD3,PLAT,METRNL,CXCL14,LOXL1,CXCL16,LOXL2,COMP,PLAU,CFL1,PDIA3,IFNAR2,CPA2,SCARA3,CPA1,POSTN,IGFBP5,IGFBP4,SEMA6D,IGFBP3,MR1,PGF,PROCR,ADAM15,COL4A2,COL4A1,PLA2G10,ADAM9,DPEP1,S100A4,PPIA,CPB1,CHRD,TACSTD2,LY96,LTBP2,AEBP1,CHAD,PGK1,IGFBP7,PIBF1,WNT4,TGFB1,LY86,MSN,SSC5D,BMP4,SELP,COL5A1,CPD,ALB,COL5A2,LCN2,TGFBI,FBN1,LGALS3BP,PNLIPRP2,MOXD1,BMPR2,CXCL8,COL14A1,CPXM2,HMGB2,TNFAIP2,HSPB1,LAMC2,HAPLN3,FCGR3A,EMILIN1,CPXM1,SRGN,CELA2A,PTGIS,MMP7,CELA2B,MMP2,RNASET2,PDE4C,SORD,YWHAZ,ASPN,ACTA2,GREM1,VCAN,NPC2,SCGB2A1,OAS3,LCP1,LTB,ZP3,PLA2G1B,FGL2,SEMA3F,TFPI,THBS4,MUC1,CCL5,CCL4,CTHRC1,SNCA,CMTM3,LUM,MUC5B,SORL1,SOD1,COL7A1,CD9,CKLF
GTEX.111CU.0526.SM.5EGHK,FALSE,0.998593293,47231.80741,66.04367209,1.175435193,1.820389292,2.080384187,4.285670786,4.088025243,3.765581522,76.21755724,2.174043849,308.5298555,2.57967538,12.79451777,33.23487451,54.95366693,1.102600943,317.2038396,1.331492694,8.311394798,13.99038629,7506.740808,176275.3411,529.3464041,41360.64659,20.53336359,2.465298865,26488.36359,2.018002119,1.154663163,15021.81021,60.22732334,104.0228549,8.041053547,12.67973602,47.90285798,5.981139105,2.018002119,2.018002119,9.101512284,29.35470866,6.69900651,38.95489259,8.030469245,10.82828283,8.321772404,0.478482538,32093.00161,15347.02138,4.514414126,3.130931446,0.322467313,2.163665878,0.759328548,5.09710037,10.62086869,82.97777512,18.77565365,37.29036238,10.05904874,37.14589174,20.35621508,10.96348287,1.237869593,0.894587556,3.869597172,10.49571234,5.689916305,69.95472996,39.62209559,21.15754349,1.30027563,25916.28122,23.32179309,0.447301667,2.548560201,8.186165562,22.14644756,28.13741369,715.9768145,0.842583273,283.1388397,0.364061711,168.7755679,5.575503213,146.0745345,2.371727972,32.60056636,1.695588826,10.24625431,44.22030953,30.00895441,1.768373194,3.266196897,0.353659773,5.845856705,2.923016226,5.6275404,3.588679389,1.425055845,3.70318331,1.633144612,1.061024124,3.370180674,5.200976941,0.52011,0.780163746,34.84616755,22.63533664,31.85005676,51.36600402,150.4730366,16.08203247,74.07171806,9.195372142,102.9611727,92.87091837,2.954191305,11.39034397,0.65532522,1.882792895,2.215594678,1.612322882,0.447301667,12.42049129,1.851585137,0.977817564,1.601956159,3.245428167,16.67461052,2.298859826,2.923016226,0.582527176,311.1068459,0.65532522,0.863359899,18.38031403,378.7670949,28.10622445,0.728152054,131.8048611,12.57644123,10.62086869,0.052008858,13.21090654,1.633144612,0.644944159,41.20177918,2.153188098,70.96078218,3.099825733,0.821735529,36.29326152,1.404252983,12.62798302,1.45633379,0.176839169,0.94657362,3.557464526,0.967424349,0.998593293,22.90523785,188.0357508,0.561711781,1.071380629,37.04304123,15.34262408,0.447301667,3032.875709,26576.63997,1.862015942,67517.37213,0.977817564,16.95551441,3.151841746,6.636603335,3.370180674,2.23643416,5.357244187,2.527616441,0.873787704,1.487472105,86.22018481,127.9431791,3.474340813,4177.92476,1.341877737,23340.87606,0.572104426,13.71004783,44.58348521,4.07755168,3.339013162,1.352249909,2.423600796,1.2586519,19.23408286,16.64343127,13.91783914,2.038821228,4.628828091,100.5560609,15.8320522,411.7336383,16214.20943,11.41089183,31.5490266,0.790574957,3.422220468,9.309540517,7.676643647,45.71635035,96.44640747,2.298859826,0.291249545,6.511729236,0.312054528,11.98323833,0.790574957,1.373044701,0.426481967,4.774523885,5.950120821,201.1271027,2.423600796,2.923016226,4.889084155,4.680785265,23.2378804,468.0983759,0.395288989,2.257313021,0.52011,0.977817564,0.967424349,8.030469245,10.12130134,116.2396332,0.66573444,0.374482266,1.591545654,4.764273379,0.613709546,5.731486436,11888.43367,1.061024124,17.21487718,710.1938426,20.48218736,18.84867936,0.707327895,4.868113876,52.60188614,1.217007935,24.20627465,0.447301667,1.705969373,33.93087967,2.090797832,1.081838124,1.612322882,0.364061711,1.081838124,8949.373578,0.894587556,1.497929424,4.420874369,12.48263788,57.88610703,0.832180821,0.280862875,1.248217531,0.478482538,2.350932233,19.41088303,1.050621831,1.768373194,34.22378232,0.634506982,36.31339294,5.024125446
GTEX.111YS.1226.SM.5EGGJ,FALSE,0.703968119,132828.2124,31.3274278,0.486575569,0.434814273,1.335503876,12.07104242,4.172014395,4.317081002,55.45997877,1.915236381,248.1031203,2.122255706,17.66127417,23.75960965,22.05042193,0.766072987,382.256754,0.507282334,6.056379037,4.027071965,7898.165594,50479.22218,369.5172867,22725.14728,16.79212781,0.962829125,34145.36288,0.848945493,0.68326532,15420.92829,38.96653544,67.1483408,6.159698064,10.74626273,43.41939417,3.592495629,0.621143942,1.542568094,1.470071637,24.51582095,4.110000973,25.4773526,5.021104187,8.375200727,2.163717235,1.097363636,50999.73253,20547.88119,3.602722622,2.567422034,1.759973498,1.242288552,0.559043675,3.105705984,4.130855428,63.68045044,17.91031369,42.63206568,6.045891428,33.12749028,23.42761747,6.646419659,0.890338304,0.66257223,4.617393414,7.868083537,5.342157586,32.083409,26.03615901,17.21644466,1.055984305,11800.02228,11.74988703,0.289866122,1.967062773,3.374934747,4.689661012,8.768510328,1433.176967,0.217403692,181.3073815,0.424456196,81.27747698,8.862007591,130.426267,1.94630108,28.55259134,1.045631423,12.68177096,16.03673964,27.81803095,0.75572177,4.213583358,0.496924846,3.633830506,2.753868816,2.567422034,4.203079605,0.672909418,2.515610373,1.708142067,0.735028209,2.039435568,3.530271342,0.403742538,1.07669944,39.02870859,22.29943285,13.38634799,38.37681748,98.97463928,9.172654309,40.39668819,5.083098854,84.06214251,68.17071362,3.602722622,11.0254576,0.75572177,0.559043675,1.904903923,0.828227998,0.217403692,11.80213159,1.00417833,0.66257223,0.848945493,1.967062773,7.350278449,0.341637178,0.91102565,0.476209767,204.6755259,1.594346937,0.455532872,8.334079648,336.0652694,23.97634424,0.652212454,123.5875842,10.27991768,11.83326163,0.207057986,4.575964091,1.00417833,0.786819761,10.7150205,4.492970855,58.98093414,1.397582842,0.258823942,44.87900576,0.507282334,9.959353748,0.496924846,0.362332434,1.56324833,2.981630023,0.30022913,1.087057899,5.497327479,173.1757924,0.828227998,1.066291617,26.14104583,8.189184078,0.124233798,20259.37456,4210.575548,1.242288552,20415.85003,0.672909418,14.51426076,1.138781634,7.619551519,1.087057899,2.132583012,3.861644535,2.184371891,0.41411401,1.231989766,75.79245767,76.505023,1.853171447,6279.795448,0.672909418,47759.56441,0.269165204,5.994140659,26.23362295,9.141549448,2.950574694,0.786819761,1.221606782,4.141178733,19.53549135,9.35892295,5.911193482,2.494937321,3.571633317,108.2248724,6.78092386,254.618992,22823.01904,6.511873826,11.480965,1.894495784,1.697866092,10.40466455,13.34465563,27.90107028,81.19864207,2.463989411,0.496924846,2.381177198,0.238117119,8.778850015,0.289866122,0.859258977,0.621143942,1.097363636,3.913394313,600.9077023,1.07669944,2.619210416,3.230012524,1.894495784,14.79359861,4603.137317,0.54869739,1.708142067,0.269165204,0.91102565,0.621143942,6.95710658,8.116276863,78.67771242,0.165638862,0.269165204,1.035236273,4.379180961,0.507282334,5.973398926,25035.74957,0.424456196,9.089732161,2215.476664,11.33624033,20.10423869,0.289866122,3.706350112,38.38745956,0.900653898,31.02703545,0.082823307,0.496924846,35.3235836,1.459707444,0.30022913,1.200935734,0.248463068,1.356229415,21052.4719,0.621143942,1.925624853,3.675131181,4.772645494,165.868151,1.024944365,0.383050948,0.579760197,0.75572177,0.983491333,12.23701724,0.434814273,1.118113706,40.33513169,0.983491333,26.14104583,4.917409119
GTEX.1122O.0726.SM.5GIEV,FALSE,0.698037109,84106.35949,59.89659948,1.13E-08,0.87515523,1.500273767,18.86771263,3.875653306,5.428111716,58.37592257,1.791898261,363.5281195,1.718980486,9.313774271,40.78849691,53.29022735,1.281430129,392.465889,0.979347902,9.470027268,6.844796805,4387.6324,117087.4785,497.4212276,27742.82792,18.48196138,2.094070046,36188.08754,1.385630848,1.67740552,13795.66307,41.78726175,89.81662168,10.88741266,12.86705942,53.19427324,4.052624345,0.864711105,1.67740552,1.896099665,37.68418804,2.510768075,30.09761678,5.073674874,11.62692767,2.802454702,1.416928438,46907.37852,16241.83701,3.927590853,2.000382795,0.854332181,1.666967413,0.427149435,4.469430555,5.688558395,80.63915682,23.99338237,45.23583074,10.91840061,37.10101564,30.53682297,7.605429233,1.239806928,0.687600742,2.906756642,4.573500097,6.084253522,62.38395847,34.03584748,18.59633564,1.729504161,15410.51217,18.25278807,0.322971992,2.323308103,7.928443814,15.13826543,21.23329706,1020.475489,0.197942572,159.9101705,1.08353126,121.6097363,6.657135462,133.4741015,1.416928438,30.87952411,1.010549993,11.50187066,23.63845278,34.34869849,1.229358062,7.053377262,0.229200859,3.406726559,2.979608804,2.594124999,0.750136462,1.125208306,2.656748478,1.594036511,1.354366255,3.8130175,5.823833962,0.364631488,0.645953532,48.95541651,37.03677834,28.7536862,63.09279967,128.6417925,10.34514531,59.81362125,9.324110464,95.47238168,98.08169209,12.89831552,15.52294584,0.802211676,0.395907638,2.073262084,1.125208306,0.333376832,13.46008509,1.687791883,1.771140796,0.895987635,2.927590908,9.335105235,0.125022081,1.312741424,0.614670035,248.9860754,0.968938421,0.062512189,11.8663195,414.240172,30.10804999,0.468826121,158.1026546,12.85636048,17.19050302,0.2083718,5.948700898,1.948219181,0.94805506,32.84909074,1.833636682,63.14530149,1.771140796,0.583438863,45.00751145,1.781489314,10.02254735,0.614670035,0.500077909,0.614670035,2.594124999,1.291873036,0.750136462,14.95055106,255.7554922,0.47923139,1.552355921,31.12019058,11.94969186,0.406304346,9738.792117,12233.30979,1.19812076,23611.91158,0.823021591,16.38763286,2.406610843,5.74045653,1.125208306,3.177637065,4.813262311,2.77134253,1.489800081,1.489800081,86.86541498,101.8719131,2.385840234,8539.448069,0.770933836,35347.66376,0.531337799,9.303449536,31.62908175,11.157892,4.604999275,1.458613033,1.437719493,4.688110953,20.8468166,13.85676732,10.37674777,2.427393865,3.188009426,125.0806899,15.07543357,295.3377982,19580.46235,5.198654198,24.8068509,0.583438863,3.729867464,11.37658124,14.44024389,37.04704883,67.43870838,2.802454702,0.593861548,4.031885153,0.489662964,9.668364308,0.322971992,0.812634697,0.166689866,3.260891477,4.865264994,351.3397524,1.646057183,2.104552171,3.979948276,2.875483721,20.7214744,4513.174842,0.2083718,1.85448297,0.385481464,0.812634697,0.645953532,9.147407886,9.251355919,112.5571531,0.698037109,0.187535381,2.177446348,4.583975815,1.000156146,6.50115526,13646.34692,0.489662964,10.82494991,1760.6915,17.17978172,17.91931286,0.458423297,5.188212647,43.99577635,1.67740552,39.73640532,0.843901963,0.843901963,45.50629604,3.594295871,0.864711105,1.67740552,0.28130244,1.468969508,21694.282,0.437573235,1.385630848,5.126002196,4.417368134,144.5091353,0.593861548,0.708434903,0.687600742,0.458423297,2.000382795,15.53370998,0.187535381,1.468969508,40.31905749,0.770933836,41.08075242,6.417863514
GTEX.1128S.0826.SM.5GZZI,FALSE,0.625371563,42295.85644,23.93358914,1.314364804,1.02814387,0.900958415,6.868552663,1.600556536,5.056104678,87.01614368,3.497906281,176.3527276,2.989112601,17.67014791,13.18579618,26.45687851,1.250761431,196.3958949,0.869206275,5.522616226,10.43010765,7502.358804,117640.7807,512.7549729,39820.63791,33.63248055,2.162382486,19449.27385,0.34979063,2.289545112,11761.86014,47.07196795,144.9808159,10.55740902,13.19676926,89.47493341,3.900710063,0.233191292,1.600556536,3.201063082,26.26683616,5.82988113,22.42848971,8.013530204,8.299615552,1.74890828,1.918570673,23710.33927,5844.356584,2.872479267,2.342543918,6.942756178,2.289545112,0.275589052,3.858212087,47.00023987,71.59105279,36.96242175,28.92762324,14.88230411,36.97267163,31.62909569,15.17924375,1.250761431,0.657199712,4.017361113,4.589686468,1.632397336,65.24092407,50.10554035,25.17409494,2.045681309,16223.85065,5.395083662,0.265000988,3.063391269,4.229441686,4.515513727,6.031326043,569.7661357,0.476988477,249.8853705,0.66777804,80.14328107,3.63563708,137.5219056,2.501541817,45.0262614,1.144798408,14.07653277,29.296909,24.59113752,0.731403514,8.564388293,2.533312815,17.50070788,2.459060131,1.367376773,0.476988477,0.657199712,4.123181345,1.547608944,0.773757691,2.681720024,8.257147995,0.33918099,1.293201179,41.76412003,40.59671487,19.85391656,43.5558212,110.6695818,14.25623865,30.63223716,4.812248051,111.161623,92.95189028,0.996398545,11.44777387,0.498188094,0.837350561,4.218605854,0.858594464,0.922148743,10.4510967,2.088108373,1.113001429,1.070586276,4.632203584,47.57054355,0.233191292,0.975194223,0.370979795,272.7098771,0.858594464,0.985807833,14.28888792,298.4041162,20.13945617,0.943378521,110.554575,7.250185184,3.879402897,0.265000988,3.201063082,0.59359665,0.614780568,41.77280576,1.653593086,56.88994853,1.907955439,0.211999595,36.69692008,2.056349211,16.28119658,2.69234049,0.943378521,1.367376773,4.17640795,0.996398545,6.656662581,4.420111686,144.1091509,1.780731803,0.837350561,46.85061597,1.505156105,0.137792882,1596.423596,51569.43865,2.247075149,92088.20322,0.201388792,22.31218993,4.451789215,8.511710609,3.402462771,2.480296056,6.614341673,2.999701718,0.19080041,1.165959593,88.58014705,58.91253767,5.723753749,3637.744066,0.943378521,26976.74557,0.572385711,14.45826954,51.63219883,3.243513307,2.575647481,1.081186238,1.971581472,6.709479493,30.13520568,5.988826877,4.536537865,0.604200796,5.013519605,96.40345107,6.105368191,387.9225437,14081.64876,84.96582392,19.68399383,0.476988477,1.187182077,7.81222238,1.759615175,46.27931828,75.32247228,3.38129658,0.688968954,6.794200018,0.084799953,8.808248365,0.519389043,1.261392214,0.879765898,0.805597861,4.706334489,265.2525822,0.604200796,6.359830523,2.58638602,0.879765898,18.3060068,1269.132996,0.455801518,1.74890828,0.34979063,0.59359665,0.731403514,9.508171513,5.935917959,327.9027264,0.879765898,2.80885943,0.286199972,4.504882049,0.084799953,5.459045237,3271.481242,0.275589052,10.84371904,865.5821776,7.070011053,16.70533736,0.59359665,3.211734629,48.47258789,0.816178342,14.11855409,0.16959197,0.275589052,25.66213258,1.801976711,0.413378186,0.582975842,0.201388792,2.353126746,12500.76382,0.614780568,4.632203584,6.211245407,4.526170491,69.22909875,0.943378521,0.381598367,0.381598367,0.688968954,1.367376773,8.384625683,0.688968954,1.579382748,45.17632159,1.02814387,30.16655527,4.17640795
GTEX.117YX.0226.SM.5EGH6,FALSE,1.039747552,86858.25133,77.3996922,1.258132169,1.029410795,2.131503921,20.87932926,4.91799517,6.883094819,86.06518633,2.776245363,530.0455281,4.938837855,17.32266161,27.42881929,81.43386005,1.466068453,251.0392835,1.258132169,6.987423764,11.74966436,2197.08447,120834.7005,884.0435356,31297.8353,29.9031413,4.38790861,25502.92753,3.670474741,1.757252985,14720.86884,58.68621441,122.7656455,24.07081336,19.13174946,64.67571133,3.63930553,1.154186372,1.819637605,17.57179829,31.1730451,17.30226025,29.91350709,7.944114891,32.65946775,2.703485356,0.582286635,19833.82387,13028.42611,4.335893671,4.034258465,1.663675334,4.658137758,0.873426894,4.439931698,7.923215213,90.90947769,27.32444726,44.097999,18.1549705,51.69834849,35.82099306,15.69006801,1.954782532,1.954782532,7.008284182,24.08082664,10.57461662,133.228973,78.93845085,26.75282308,1.8091931,15563.45999,47.66451903,2.422600027,3.441743353,10.81406176,40.9144525,41.47698548,986.0888155,0.561479836,132.2536714,1.351691529,155.8123391,14.04776319,166.7411417,3.358527228,36.2682177,1.622086568,20.43119787,84.39920658,40.08353611,0.956613489,7.725782979,7.028719585,12.38355968,6.3635843,11.36513819,1.424467401,1.79880851,4.658137758,1.538901465,1.580440215,4.491948522,8.318336122,0.426305861,1.174949825,46.88463545,38.92801215,62.5029035,54.75610456,185.7820401,21.02456371,71.69270299,18.09215548,96.50018213,168.3787651,3.005023347,30.60141132,1.133396288,1.289321727,3.108875558,2.10039591,1.154186372,19.51617532,3.774480079,1.226930213,1.684458677,0.623850719,30.39213137,0.561479836,0.696658562,1.018964572,209.5380078,6.249043033,0.551088465,12.88266234,431.6660527,50.42773626,1.705264933,138.7712113,14.39076189,25.31843029,0.38472018,9.742697978,1.746802864,0.613456129,98.6235374,6.654590552,106.1206178,4.013613246,0.426305861,54.80546799,1.788359457,16.36661033,1.580440215,0.779841596,1.861247066,5.500270616,0.551088465,2.048322875,37.505631,285.0695319,1.840452446,1.601294668,37.75342356,18.7991498,1.206169087,10761.37769,17350.32683,3.223236357,48684.51246,1.372477734,17.4782578,2.547507832,10.54314246,1.372477734,3.337634394,9.700913991,2.00670419,0.36391138,2.745043362,138.2623417,130.0176585,4.107071625,4553.862372,0.904578703,33859.55191,2.880171197,4.086337188,50.46969919,5.500270616,9.378878185,0.759015001,0.914995652,3.649665754,17.39606472,16.53194506,13.58991876,2.204260799,7.632093094,66.98438469,22.30365197,400.7813491,22520.87465,14.4737983,60.81480339,1.247702109,2.578610163,11.01149985,10.94908424,48.52796285,113.4067009,2.557774263,0.623850719,5.99942938,1.081391404,14.35887523,0.561479836,0.852644968,0.218351079,3.836748982,4.138227203,247.3258525,3.046563907,36.1427356,8.713202986,3.899233751,29.56102851,427.5566562,1.195754602,2.183569547,9.513773237,3.98229105,0.800627395,12.58170977,14.86836822,270.7973415,2.256380916,1.226930213,4.034258465,6.311301928,1.934016204,13.02814853,5520.086019,0.634244977,97.77271179,702.6065276,19.13174946,33.55441267,1.122986142,3.701654167,51.01133309,1.320550799,31.37030144,1.476477811,3.067336271,66.46176652,1.913204978,1.268561341,2.2146798,1.185347724,1.580440215,12204.07374,0.842235348,3.015459642,4.252828336,13.12241179,165.050788,0.800627395,8.307962801,4.107071625,1.206169087,3.608150751,39.77079751,0.103975804,2.796920158,48.2027712,0.634244977,45.46052083,9.763657406
GTEX.11DXX.0926.SM.5H112,FALSE,0.60972482,93635.85102,31.50974315,1.13E-08,0.682068776,2.025583461,4.040697828,3.296696826,3.431023291,48.26289374,1.529541192,222.2387681,1.767156668,8.401785533,23.87304939,24.2130318,0.91977527,342.6683308,0.847458807,6.438576941,3.348298585,3711.97944,131060.4981,368.9724696,91550.07133,17.92983433,2.128848401,27724.49098,0.640756631,1.281479508,14881.92266,43.8905802,74.55087637,5.229192977,10.59295111,39.66338264,4.784810661,0.506393974,1.601854306,0.78544187,25.33069134,2.49056815,29.30799836,3.803114628,5.353175363,6.862128533,1.302180003,56114.00945,20060.5471,3.865051677,2.604309703,1.405528799,1.105827045,0.423712882,2.397534655,3.79284486,76.270532,24.50344279,35.36453157,8.153901706,42.52791874,22.93228791,6.22137632,0.91977527,0.620056185,2.459674436,4.226960771,5.622096567,42.82669949,20.06903185,19.93592472,1.085154227,17492.79645,10.82005267,0.196350061,1.891178115,5.477437933,4.857340049,9.249095038,1088.68588,0.60972482,264.8199088,0.795757629,112.7872507,9.125540632,126.0333366,1.147166105,26.68426804,1.074813908,10.07651913,8.515541834,28.12966378,1.198832638,5.663171253,0.351363512,3.885741039,2.397534655,2.862652734,1.126502476,1.023149467,2.81092135,1.643152423,0.971468738,3.668695237,4.588582398,0.289358505,0.444397403,38.44528116,20.13173138,14.43771115,38.88751298,95.04624455,11.9982255,34.16695489,7.285705998,77.99740878,73.11791441,5.394529174,7.905654049,0.33069471,0.206695383,1.426152584,0.682068776,0.051671173,9.910947436,1.31251863,1.591554893,1.198832638,1.684579617,4.268189201,0.237700125,1.798188795,0.382380144,175.8089767,1.167803265,0.527063018,12.40158994,310.9779786,23.04542887,1.033423352,92.33829953,13.81693297,12.39127802,0.33069471,6.479773255,1.281479508,0.640756631,11.26473177,0.506393974,60.3318825,1.694892764,0.527063018,35.89303139,2.004899528,8.22600625,1.31251863,0.826777593,1.891178115,1.477814167,1.033423352,0.971468738,5.838986936,153.8481958,0.640756631,0.981769028,33.83464486,7.699046393,0.279039273,14406.90984,5233.908983,1.188481498,23573.41812,0.60972482,15.31608921,1.31251863,5.456592066,1.384818749,2.387248896,3.77212688,2.594036459,0.795757629,1.467497226,66.64621484,103.6343903,1.798188795,8972.369005,0.423712882,41251.91204,0.351363512,8.546886547,22.77703338,9.135667941,4.857340049,1.085154227,1.043800298,3.028033371,16.36999902,6.903641053,6.086987845,4.247524976,5.188027224,114.2191191,13.09423206,320.1421331,17773.90821,4.919359053,19.95666437,0.930108743,1.880844942,11.08885851,13.84857616,34.11489102,46.05995308,1.984289081,0.206695383,2.697308906,0.516733002,8.370972897,0.423712882,0.837112504,0.578744912,1.519179472,4.412926088,362.7091412,1.322847508,0.88877913,3.110602768,1.829258008,10.13817699,2055.071225,0.279039273,1.829258008,0.475375822,0.816400121,0.341038898,6.200708102,7.234369703,140.4840754,0.454735136,0.382380144,1.581211982,2.532012774,0.268693838,6.200708102,12522.83241,1.023149467,7.854304833,1670.972776,17.84799206,20.66906572,0.826777593,1.798188795,48.25285858,0.558064669,31.0866973,0.60972482,0.382380144,40.26449621,1.601854306,0.59939881,1.240113038,0.144686809,1.498458111,25669.60273,0.547736503,1.880844942,1.942892689,3.079699019,116.0868352,0.372050808,0.175690978,0.940427656,0.382380144,1.343469949,12.08084946,0.43405282,1.343469949,35.95279277,0.392722436,46.79367215,4.278558973
GTEX.11EQ9.1026.SM.5H134,FALSE,0.352698672,86148.92364,38.41522263,0.746928916,1.805021801,1.027037372,2.780235247,3.651616792,6.099960241,73.30932177,2.469021047,281.1390107,2.717904227,6.494033043,39.94955993,36.81711098,1.680574968,318.8735172,0.757265006,9.720235089,6.379797354,5734.471865,195640.4497,440.1775536,29439.08309,17.92575129,1.473073625,29205.35128,1.244825391,1.16187723,14212.22746,50.15825771,93.16583569,8.423778564,15.70606515,36.52732491,3.952503022,0.300842219,1.390080975,2.354808512,24.22262618,4.045660568,35.96704072,5.819874462,24.56588394,2.790471544,1.016615234,29734.39534,19727.83602,3.682636052,1.680574968,0.32159098,1.338231067,0.446086085,5.477326778,6.234635159,78.0499603,24.24278324,47.94850589,9.149428314,39.25506865,26.51595358,6.732409278,1.327874247,0.684660595,5.695341743,7.853058272,4.823682451,63.84145936,43.85018543,20.63287039,1.784236193,17291.13657,28.46648771,0.352698672,2.448221325,4.294817233,9.927940213,12.62513255,782.1184219,0.124487492,207.8124051,0.653544316,144.4308185,8.693113714,120.9890605,1.31750612,31.72389466,1.286349051,13.06043081,24.01531539,29.00427332,0.248970447,5.435715177,0.248970447,9.129154424,2.873530638,2.738714355,3.00850716,0.363072342,3.641251038,2.168135695,1.068469058,2.147336621,5.985597019,0.248970447,0.425322965,37.70817645,27.76106978,23.05136446,37.38804523,96.57177375,10.65386277,37.40878389,6.286718333,88.47072568,122.3892419,6.763752709,13.91083953,0.48756919,0.674283546,2.759492406,1.016615234,0.404567008,12.95672919,0.612041736,0.591322225,0.850679098,1.037350297,10.6849267,0.259352478,1.815442225,0.70540567,187.9411544,0.684660595,0.612041736,12.43836411,351.9778704,32.96812133,1.172240846,134.4321164,13.23725531,15.83067243,0.217847646,4.958636183,0.788426501,0.456463101,32.30305795,31.47419596,68.36202728,1.431571875,0.612041736,37.45029573,2.188832529,10.8093414,0.435702194,0.238603371,0.363072342,2.448221325,0.570549682,0.975160259,8.444242107,180.3476569,1.141107105,1.151525265,41.01866639,10.75776187,0.394214757,4998.379994,3882.431574,1.286349051,23811.07451,0.632782654,15.84055184,1.670233017,7.448470732,1.348575052,3.101707694,3.713918735,2.614205919,0.259352478,1.244825391,89.91117434,130.9192776,3.319565433,7652.656735,0.549817868,46483.95286,0.446086085,8.423778564,37.32589821,6.59795233,1.431571875,1.016615234,3.164049646,1.607941253,14.83408752,10.02128655,6.950563089,2.178535081,4.844461361,124.4509249,11.80575501,372.3824184,22562.59056,13.22624859,22.91594477,1.52495226,2.686798721,8.807150048,6.784415781,43.07295575,64.69229701,2.469021047,0.850679098,2.821602677,0.446086085,10.38407677,0.300842219,0.767637361,0.736529187,2.354808512,3.589364081,353.9350774,1.296742017,4.885949286,9.606356715,1.48342977,15.73657929,4033.858597,0.300842219,1.722108887,0.663925248,0.674283546,0.778043583,8.631263603,18.32020165,90.53028786,0.829919297,0.32159098,1.49385867,3.350783765,0.446086085,4.211662584,9225.075518,0.228220808,15.96511929,684.1851499,17.00228975,16.26561154,1.825796142,3.755348226,45.29287224,0.840293479,25.23905295,0.32159098,0.933643098,48.85094386,2.406645138,1.16187723,1.441936483,0.269714858,1.307128207,9603.502897,0.446086085,0.944001223,5.695341743,3.288409848,207.0216642,0.456463101,0.32159098,0.695052337,0.300842219,1.971079651,14.50262325,0.155604855,1.87767624,49.25556351,1.11002912,37.03467463,6.618567785
